Company Name,Industry,Country,Description,Category
Guarented,,IN,"Founded by two brilliant alumni of IIT-Kharagpur Harshwardhan Raikwar and Abhimanyu Dikshit , Guarented came into being in 2015. Seeing the potential and demand in the rented household appliances and furniture space, the company was created to provide affordable and flexible furnishing options to the people of Bangalore. 

Guarented is a platform that caters to people who are pro asset free lifestyles or are not keen on spending too much on household products. By providing premium quality goods at budget-friendly prices and excellent customer support services, Guarented has managed to establish itself as one of the leading players in this space. 

The company also branched into the manufacturing of furniture products recently and is now open to creating custom design furniture as per the customers requirements. Guarented operates through two platforms - renting and selling.",
Guise AI,Software Development,US,"Guise AI at the edge leverages local compute to extract meaningful data delivering better insights for enterprises. We built our technology from the ground up using our patent pending Continuous Learning AI which powers the most adaptive, accurate and efficient streaming data models in the industry.

Our technology deployed at the edge delivers feedback rapidly and locally within the system. Localized processing is more efficient (low latency) and it increases the level of security in terms of data privacy. Clients and Partners who require an accurate, cost-efficient, and secure solution turn to Guise AI to extract patterns and predict from real-time and dynamically changing data in creating the greatest impact for end-users.",
Guitaa Music,,IN,"About Guitaa Music:
Guitaa Music enables a hassle-free music ecosystem for music lovers right from music learning, to management to industry establishment. The company has the following major  divisions to revolutionise the music industry.
Guitaa Talent Platform- Aims at democratising the way live art is consumed by businesses like hotels, resorts, cafes, lounges, Restaurants, artist managers and any party enthusiast across the globe. The platform makes booking artists hassle-free and transparent. Also the platform is changing the life of artists and helping them monetize their art in no time.  For More details visit - https://talent.guitaa.com/
Infinity Songbook - AI based  Platform to get Instant music tutorials (Chords, notes, Midi etc) for any song in the world in less than 20 sec. Guitaa serves more than 2 Million Users Annually. For More details visit - https://www.guitaa.com/chords
Guitaa Music Academy- Unique Tech driven (Amalgamation of IOT & AI)  Personalised  network of online and offline music learning centres. Currently we have 10 centres in India and are expanding to 1000+ centres PAN india. For More details visit - https://www.guitaa.com/
Guitaa Spark Program - Indias First Development Accelerator Program for budding artists which aims at holistic development, Right from their Training, Mentorship, Branding, Fiance, Portfolio development, Technology enablement , Music Management and Talent Management. For more details visit - http://spark.guitaa.com/
Guitaa Studio - Inhouse facility for Music and Video Production
Guitaa Store - Website for Art lover in general, where they can buy expressive merchandising and Instruments. People can also customise their order.
Guitaa Stories - Feeling demotivated ? chin-up and go to https://stories.guitaa.com/ to read various Music reviews, stories and interviews of 250+ artists across the globe.
And many more verticals in the ecosystem are coming soon",
Gumlet,Software Development,SG,"As the internet becomes increasingly global and data-hungry, serving media in a high-performance, low-latency environment is considered table-stakes for all to earn customer trust.

Gumlet offers three products that cover every aspect of media. Gumlet Video, Video Insights, and Image optimization are fully managed solutions for developers, brands, and businesses to ensure exceptional user experience across devices globally. 

**Gumlet Video** is all you need to deliver a seamless video viewing experience to your audience.

**Video Insights** lets everyone measure and improve Video Experience and make data-driven decisions to grow your audience.

**Image Optimization** delivers ~60% more optimized images and GIFs to your websites and apps.

What sets us apart:

- Set up in minutes - APIs and Webhooks help you integrate and automate Gumlet effortlessly and ensure no recurring maintenance.
- Unmatched performance - Best in class video transcoding powered by per-title-encoding and highest possible image optimization without any loss of visual quality
- Reduce CDN costs - Gumlet optimized media files consume ~68% lesser data than the original, and this dramatically reduces the cost of ownership.
- Simple and transparent pricing - One subscription to cover your Video + Image delivery and Video Analytics requirements across your websites and apps.

Gumlet currently serves over a billion media files daily for more than 6,000 customers, including online stores, news sites, blogs, EdTech startups, travel sites, and crowdfunding portals. Our clients range from startups to brands and enterprises, including Colearn, Apna, Simplilearn, 1mg, Bloomberg Quint, YourStory, Superdry, Diesel, Steve Madden, and many more.

Gumlet was founded in 2019 in Singapore by Aditya Patadia & Divyesh Patel. Aditya is also the creator of a prevalent open-source image resize library in PHP language, which he launched in 2012.",
Gullak: India's Savings App,,IN,"Gullak automates your savings in a 100% secure way. We make it extremely easy for you to save small amounts daily and invest it in wealth-creating assets like gold to meet all your long term financial goals. 

You can set up a recurring daily savings amount or invest the spare change, every time you make an online transaction. Everything is automated yet under your control. You can withdraw, pause, change the frequency, and edit the amount anytime.  

Achieve your financial goals with small, smart savings and secure your future with Gullak. Start your wealth creation journey in just 30 seconds and live a stress-free life.",
Guruji.com,,IN,"Guruji.com is the first crawler based search engine developed completely in India and designed to make search simple for Indian users. Our proprietary algorithm automatically identifies content on the web and organizes it in such a way that Indian users get search results that are most relevant, real fast.",
GyanDhan,,IN,"Every year, tens of thousands of talented students are unable to reach their full potential due to lack of reasonable financing. 

GyanDhan solves for this problem. We are an education financing marketplace, wherein we gather and curate students using our internal risk scoring model. This enables lenders - both institutions and individuals - to finance the students of their choice, either through loans or scholarships.",
RoundGlass Gympik,,IN,"Founded in 2013, RoundGlass Gympik is Indias largest fitness discovery & trusted online membership selling platform that rounds up the best gyms,yoga,Zumba and dance classes,Pilate studios, aerobic centres in the city. With more than 12,000 fitness centres,7000 trainers & more than half a million unique visitors on the website each month, Gympik is influencing the way people look at fitness & wellness.It has raised its Series-A funding from US based venture capitalist firm-Round Glass Partners(Seattle).

Gympik was founded by Amaresh Ojha, an IIM alumnus, who has profound expertise in the IT & management arena by way of his experience at Sun Microsystems, CISCO & Intuit. Along with the Co-Founder,Karan Malik, the leadership team consists of passionate industry professionals with the sole motto of creating exclusive fitness experience & contributing towards revolutionising the same.

Traqade, powered by RoundGlass Gympik, is a leading software provider for the Indian fitness industry. It provides an all-in-one club management platform with intuitive & easy-to-use features like member management, integrated payment processing, Innovative Workout tracking, Advanced Business Insights & Reports, Marketing & Social Media automation etc.

Our trusted corporate wellness program has helped numerous companies to create a healthy & empowered workforce including Landmark, JLL, MindTree, Hitachi,Tech Mahindra, ITC, TAJ, Sapient, Yes Bank, AT&T, TESCO & more.

RoundGlass Gympik has been doing the rounds in the news for its astounding success in the fitness space & has been highlighted by TOI, Live Mint, ET, YourStory, NDTV, The Quint, BW Disrupt, Hindu Business Line, The Hindu, GQ India, Quartz India etc.

If you too have the potential to think out of the box, a wish to grow, and build a career with this high-growth startup while empowering people to reach their fitness goals, join us!

For Business,Partnership & Press/Media enquiries: contact@gympik.com",
Haber,,IN,"With a mission to help industries become sustainable by converting data to actionable intelligence, our AI+IoT based technology helps our customers spend less time collecting and analyzing data by predicting results and driving value in real-time. Our technology has been assuring performance and significantly reducing operating costs, as well as, reducing water and energy footprints for our customers.

For more information about Haber, please visit us at www.haberwater.com or follow us on twitter.com/haber_tech",
Habitate,Information Technology and Services,IN,"Habitate is a no-code community platform that helps brands build communities on both app and website. Our clientele is spread across ed-tech, SaaS, FinTech companies from India. 

Habitate is founded by Deepak and co-founded by Venkat and Naveen in Dec 2019. We are a Chennai based startup backed by the First cheque VC and other angel investors. 

Our vision is to help brands build happy and successful communities. We are also building a community of community enthusiasts and leaders at www.communitycoldcoffee.com and discussing community building every Saturday with #CMGRs and #CommunityLeaders https://calendly.com/habitateio/communitycoldcoffee  

Wanna learn about community building through our newsletter? Subscribe to https://www.getrevue.co/profile/CommunityColdCoffee",
HaikuJAM,"Technology, Information and Internet",IN,"HaikuJAM is a mobile game that promotes self-care through collaborative writing. The app is used by ~1M people across 163 countries. It has been profiled in Vice, The New York Times, BBC, Forbes, The Guardian, The Huffington Post amongst others. Alongside the app, HaikuJAM runs a community and arts space, a gift shop and hosts events around the world for as many as 3000 people.

In January 2020, HaikuJAM raised $3.4M from Lightbox Ventures, Social Capital, and others, to supercharge its new product, INSPO - the world's fastest consumer research tool. The private beta is already inspiring Baskin Robbins, Tinder, Barbie, Nivea Men, Dentsu and more. INSPO is launching in 2020. Brands can join the waitlist at inspo.haikujam.com

Born in London and now based in a colourful cottage in Mumbai, HaikuJAM is led by an international team that's on a mission to unleash inspiration.",
Haltdos,Computer and Network Security,IN,"Haltdos promises an intelligent WAF & DDoS mitigation service with multi-layered security to online businesses requiring zero management. It is a self-learning solution that continuously learns and adapts network/website traffic and provides real-time and historical insights with stunning visualization. It also provides attack alerts and notifications, attack signatures, customer misbehavior, and audit trail.

Website: https://www.haltdos.com/
Email: info@haltdos.com
Request for free demo: https://www.haltdos.com/demo",
HandyHome (Acquired by UrbanClap),Consumer Services,IN,"We are HandyHome, a family of enthusiastic and motivated individuals. We have come together to solve problems that concern every household in the country. Since functioning of a household is becoming increasingly dependent on electronic gadgets, we offer a wonderful tool to resolve worries, fix devices and other help regarding electronics. With a vision to satisfy end-to-end worries, the HandyHome App. provides users with a wide range of features. These include ordering repairs from the brands directly, self-help guides, storing of your bill copy and device details. 

Have a look at the Android App: https://play.google.com/store/apps/details?id=com.handyhomeapp

Started by a group of IIT Bombay graduates, we host outstanding talent and provide a wonderful culture for our team to cultivate really good and helpful skills. We strongly believe in our people and work towards a holistic development. Join hands with us on our journey to accomplish the vision of a comfortable and a happy household.",
Happy Adda Studios Pvt Ltd,Computer Games,IN,"Company Overview - We are the developers with the passion of making India play by creating games for them with localized regional based content. We are focused on delivering the best gaming experience with low file size. We target Indian Audience across the world with engaging game play to create amazingly fun mobile games for every Indian!

Our Mission - Making games for the Indian App Marketplace with the focus of being vernacular in presentation as well in content for Indians",
Harmoney,Capital Markets,IN,"Harmoney is building technology to improve access, transparency, and efficiency in bond markets. Our team has previously worked at Goldman Sachs, Tata Capital, Paysense and from premier institutes such as IITs and Purdue.

Harmoney is backed by Y Combinator (W22 batch).",
Hasgeek,"Technology, Information and Internet",IN,hasgeek.com is a platform for practitioners to share their learnings and collaborate.,
Hashtag Loyalty,IT Services and IT Consulting,IN,"Indias most widely used Customer Engagement Platform for hospitality and retail businesses.

Hashtag Loyalty enables businesses to grow by building customer loyalty, improving retention and increasing revenue.
How?
Capture - Understand - Engage.
Capture first-party customer data via experience enhancing touchpoints such as a Loyalty Program, Feedback or Reservation System.
Understand collected data via simplified, actionable insights on customer behaviour and activity
Engage customers at scale in an automated, highly personalized and human manner.
All of the above through a simple, plug-play and affordable solution.

Hashtag Loyalty has enabled over 3 million transactions across 2 million customers at 1000+ businesses including the likes of The Belgian Waffle Co., Massive Restaurants, Apsara Ice Creams, Smaaash and more.

Founded by Dhruv Dewan, Karan Chechani and Krishi Fagwani in 2014, Hashtag Loyalty is backed by Ahimsa Capital & thinQbate ventures.",
hate2wait,,IN,"Hate2waits vision is to help people not waste their valuable time in queues by building an accurate prediction engine for waiting time.  Globally, People waste above 350 billion frustrating hours annually waiting with uncertainty in queues. This is partly because businesses have been using inefficient and dumb tools like paper lists, traditional appointment softwares, paper ticket LED displays to manage their customers. We strongly believe that we can use technology to build tools to solve this problem and help people save time and frustration, and make this world a better place to live in.",
HaystackAnalytics,,IN,"We at Haystack are building state-of-the-art genomics technology for accurate personalized clinical decisions. Our innovations make genomics to work for clinicians, hospitals and labs with scalable, affordable and easy to onboard solutions.

We are keen on empowering healthcare experts to save lives faster and better. 
Easy to induct and easy to manage, Haystack's products do not need upskilling to be onboarded. 
Accessible nationwide, we are bringing genomics to your fingertips.

We are a technology platform for hospitals and diagnostics labs to provide genomic diagnostics to their clinicians and patients. We build, validate and offer tests that accurately identify the condition of the patient and the tests are brought to you by our most trusted partners.

Our technology benefits everyone. With our easy to set up genomic testing platform, our partner hospitals and diagnostic labs provide accurate reporting for their patients. These reports are based on genomic analysis, and are readily usable by the clinicians.",
Healofy,,IN,"Healofy, India's most loved Mother & Child Care App, started in 2016 with a clear mission to understand the real challenges of motherhood. This unique understanding has allowed us to deeply connect with expectant and new parents, making us their trusted choice. We continuously innovate to meet their specific needs, making us their go-to platform.

But we didn't stop at being a mere Q&A platform. Today, we proudly stand as a thriving community of over 2 Cr+ mothers, with a staggering 6 Lac+ DAUs (Daily Active Users). Within this vibrant community, mothers not only share their experiences but open the doors to their lives, creating an atmosphere of genuine connection and support. Our grand status as the largest community of moms in India resonates across nine different languages, creating a warm, welcoming & homely experience for all the mothers. 

Yet, Healofy is more than just an app. We are an inseparable part of every mother's incredible journey through pregnancy and parenting. With an extensive library of over 10,000 relatable resources, free doctor consultations that ease even the tiniest concerns, and a treasure trove of helpful home remedies and tips for both mom and baby, we offer comprehensive and personalised support. Our ingenious baby growth tracker takes the bond between mother and child to new heights, making every interaction feel like an enchanting conversation.

After immersing ourselves in the world of motherhood for 6 transformative years, we have introduced our very own range of Healofy Products. These products are designed specifically for mothers and babies, prioritising safety, security, and effectiveness, giving mothers confidence to use them for themselves and their little ones.

At Healofy, we are more than just a brand  we are a dedicated tribe of mothers, experts, and enthusiasts who walk this transformative journey alongside you and ensure that no mother ever feels alone.",
Health Sensei,Hospitals and Health Care,IN,"Improve your clinical outcomes and keep
your healthcare workers safe with digital hospital solutions",
HealthAssure,Wellness and Fitness Services,IN,"HealthAssure is Indias largest Primary Healthcare aggregator with a comprehensive network of 4,500+ centres, set up across 1,300+ cities. Founded in 2011, it aspires to make healthcare and wellness accessible and comprehensible for both corporates and individuals across the country through it's endeavour to create a healthier tomorrow. 

HealthAssure is consumerising healthcare by designing network-based primary healthcare products. It offers a diverse range of services through a fully integrated, digitized platform that addresses the varying needs of the diverse stakeholders. From finding a healthcare provider to booking an appointment, in-person, online and telephonic doctor consultations, health check-ups, home care services, lab testing, doctor coaches, fitness trainers and gyms - it provides the entire spectrum of primary care experience.

HealthAssure actively engages with organisations, including Fortune 500 companies for end-to-end management of employees, assessment of healthcare gaps/risks, and providing access to a high-quality, trusted and discounted primary care network. HealthAssure also services top insurance companies to help their customers with pre-policy check-ups and other diagnosis.

In line with the company's philosophy to cover the journey from 'Illness to Wellness', HealthAssure recently acquired FitMeIn - an on-demand fitness subscription service in May 2020. With this, it will integrate the offerings of both the brands under a single umbrella thereby extending their services from primary care to include preventive care through fitness and lifestyle choices.

The company has extended its services to more than 2mn+ customers and targets to serve millions more in the coming year.  

The application is available as a web portal - www.healthassure.in and as a mobile app across iOS/Android.",
EHR.Network,IT Services and IT Consulting,IN,"EHR.Network is a data-first platform powered by openEHR for various stakeholders of the healthcare ecosystem. EHR.Network unlocks data value by making it accessible and inter-operable for companies and individuals to generate insights, securely within and across organizations. Value creation is linked to data access and use. Value is generated by the insights resulting from asking better questions of data - whether it belongs to companies themselves or to others with whom they can partner.

We are an open standards based Healthcare Information Platform. It is aligned to EHR standards and is designed to accept data from any source, normalize them and present them as an integrated, comprehensive EHR data of a person. This person centric EHR data is intended to be freely shareable with any person authorized to view it. The platform provides open APIs and SDKs to enable third parties to develop healthcare related applications that leverage the EHR data on the platform to provide enhanced services.",
HealthMir,Wellness and Fitness Services,IN,"HealthMir helps you come together with a community of similar health users, health experts and doctors and who guide, support and motivate each other towards a better health.
We enable all through our proprietary tools to effectively search, create and share information with each other.",
Helppr,,IN,"Helppr helps global learners with tailored & adaptive study plans to manage self-study.  We leverage the power of modern technology and the prowess of the self-learner community to map the already available content on the web into micro study plans that actually work.  Helppr, with the help of AI, is aiming to curate the Internet into a personalised learning plan and is backed by 100X.VC.

Follow us:
instagram.com/usehelppr
facebook.com/usehelppr
twitter.com/usehelppr",
Herald Logic Pvt Ltd,,IN,"Herald Logic's Distribution Management System (DMS) covers 3 dimensions - 

i) Incentive Compensation management
ii) Life-cycle management
iii) Performance management

The HL DMS enables organizations with large, complex Sales & Distribution hierarchies to fully-automate Commission, Incentive and Rewards & Recognition programs for employees & channel partners. 

It also helps organizations to manage the on-boarding & ongoing life-cycle management of their channel partners, together with a potent sales hierarchy management module that can map and administer very complex 'one to many/many to one' scenarios across the client as well as channel partners. 

In addition, we also deliver performance management solutions through sales performance notifications, performance analyses via customized BI dashboards. 

Delivered as a fully-managed service on AWS Cloud covering Platform, Infrastructure, Processing & Reporting, it is priced only on a subscription basis  no License costs, CR costs, AMCs etc. 

Incubated in IIT-Bombay, we are now a 60+ strong team, working with leading companies from Life Insurance, General Insurance, Banking, Lending, Auto Engg Goods

Our recent recognitions: 
2019  Featured in Forrester NowTech Channel Incentives global report 
2018  Featured in OpenPR.com Channel Management Software Market Report 
2017  Featured in APAC CIO Outlook 25 Most Promising Retail Solutions 

To drive topline through a dynamic and granular variable sales compensation strategy and at the same time, derive bottomline benefits - DM or email at rajesh.iyer@heraldlogic.com",
HertzAI,,IN,"Hevolve, Pupit, Cortext, Consearch, McGroce, Multiplayer Word Lingo 

To know how we embed AI part of every product reach out to us at https://www.hertzai.com/contactus

At Hertz AI we build AI modulated ready to deploy projects and expertise for every industry. We specialize in NLP And Computer vision tasks with multiple domain presence. Our product suite ranges from layout based contextual OCR, Question-Answering system that reasons, and continuous Evolution based learning building knowledge graphs for faster research. 

We help businesses process Data faster with our NLP solution. Business growth is proportional to the volume of data that a business can process and convert it into a meaningful solution for their clients and customers. Our unique solution combines state of the art pipelines tailored to your needs minimising the time to onboard onto AI and maximising ROI. 
We deploy great culture and degree of freedom into our workforce. We challenge the corporate notion of team building and employee policies. 

TLDR: We are high on AI",
heu.ai,,IN,"At Heu, we aim to deliver a platform for AI enabling enterprises to enhance their business and solve challenging problems. We evaluate each business idea and come up with the best proposals that add value to their customers and clients using AI.

Our competent team of AI developers and Data Scientists work around the clock in our R&D section to ensure business ideas are transformed to end products. We provide consultancy services to clients, helping them to design and implement their ideas using AI solutions. We help in building an AI strategy and provide awareness about the capabilities of AI and their use cases to our clients.

The founders of the organization believe in enabling people and society at large with the capabilities of AI. For this specific purpose, we have a separate motivated team of trainers to conduct workshops at corporate offices, schools, and universities for students and professionals.",
HexaHealth,Hospitals and Health Care,IN,HexaHealth is in the business of facilitating patients discover the right doctor at the best price for their IPD requirements and assist them for a hassle-free hospitalization experience.,
HeyMath!,,IN,"HeyMath! was founded in May 2000 by Nirmala Sankaran and Harsh Rajan on a worldview that there is no perfect education system. We've made it our mission to create a flat world curriculum by diligently seeking out proven best practices from great teachers and discerning parents around the world. HeyMath! lessons are developed with advice from the University of Cambridge. Our highly capable Math editors then blend this collective wisdom into bite-sized animated and interactive explanations that provide concept clarification visually and help remove the fear of Math.

HeyMath! was recognized as one of the 25 most innovative companies in 2007 by Microsoft in a nationwide survey in India. We have been awarded Partner of the Academy of Singapore Teachers for our extensive work in professional development of teachers in Singapore. NASSCOM recognised us in the list of 100 most innovative software companies in India in 2006 and in the list of 50 most innovative emerging software product companies in India in 2011. NASSCOM also shortlisted us among the top 5 companies for Excellence in Gender Inclusivity and Diversity in the category Best company with less than 1000 employees. 

Like us on Facebook: http://www.facebook.com/heymath
Check out our blog: http://heymathblog.wordpress.com/
Subscribe to our YouTube channel: http://bit.ly/HeyMathYouTube
Follow us on Twitter: http://www.heymath.com/twitter",
hijinny.com,,IN,"About hijinny
hijinny is a mobile marketplace for beauty & wellness services connecting 1000s of hair stylists, beauticians, makeup artists and other wellness professionals at the touch of a button. We help customers solve the problem of finding the best beauty professional and get the beauty service delivered wherever, whenever you need it. Whether you are a working woman, a housewife or a busy man, if you feel driving up to a salon or parlour is a hassle, worry not, we are there to help you get groomed by our reliable professionals at the most comfortable place in this world, your home. hijinny also believe that we can unlock great value by empowering the skilled professionals by helping them become entrepreneurs through the use of smart mobile technology.

Who are we looking for?
To drive our aggressive growth plans, we are looking out for dynamic individuals who believe in challenging the status quo and have a desire to make a strong difference to the conventional beauty industry in India. We offer you a great learning experience by way of managing & solving the challenges and be part of a team which is ready to define the future of beauty & wellness industry in the country.

Our priorities

Understanding customer behaviour
This is the no. 1 priority and defines each and every action of ours. 

Continuous improvement
There is always a better way.

New ideas to solve problems
We encourage people to think differently and bring smart ways to solve existing problems.


Mobile, Technology, Internet",
HILIFE.AI PVT LTD,IT Services and IT Consulting,IN,"HILIFE.AI offers beautifully smart software to help you grow your business. HILIFEAI products aid your sales and marketing, support and collaboration, finance and recruitment needsletting you focus only on your business. HILIFEAI respects user privacy and does not have an ad-revenue model in any part of its business.

HILIFE.AI is a privately-held and profitable company headquartered in Trichy, India.With over 100+ clients ranging from small to large scale industries, we always aim for excellence at a considerably low cost.

Driven by youngsters and flair for innovation, our journey is always about success.",
HIRA,Human Resources Services,IN,Helping companies hire at ZERO COST!!!,
HireHunch,Software Development,IN,"HireHunch is a revolutionary full stack technical assessment platform that provides Skill Assessment, a Video Interview Platform, and our core offering of Interview As A Service together in one single, super hiring platform. And this is just the beginning...",
Hivericks Technologies,"Appliances, Electrical, and Electronics Manufacturing",IN,"Hivericks is a company built by a group of hardworking and passionate engineers with a common mission to create solutions that will make processes simpler, data more accessible and complex problem solving more manageable . We are creating unique GREEN products and solutions , building end to end Smart IOT Embedded solutions. Our team members have a good balance of technical and soft skill sets that complement each other and now with the mentorship and support of our highly experienced founders and Incubator leadership team of TREK-STEP (CI-TIC) we believe we can achieve a lot more in the Green Connected world of the future.",
Honda Motorcycle & Scooter India Pvt. Ltd.,Automotive,IN,100% Honda's subsidiary in India,
HONO,,IN,"HONO began in 2008 by pioneering into HR-tech Solutions to emphasize on technology that addresses, simplifies, and humanises end-to-end HR processes. We build solutions that help employees to balance their work-life, team managers to optimize business outcomes, HR to simplify the entire workforce life cycle and organizations to drive positive change.
With 300+ clients, 1 million + users and global presence, we are the frontrunners in the HR automation and continue to build on it with our experts on-board. Large conglomerates and eminent organisations like NBC Bearings, Spencers, Aakash+BYJUS, Dainik Bhaskar Corporation, Kohler Co, Eveready, Kanmo Group, Accor Group are our clients to name some.
We have been recognized as the Economic Times Most Promising Brand for *customer centricity*, *executional excellence*, *AI-backed transformational platform*, and *Steep growth curve*.

We stand tall with Gartner recognizing us as the EMERGING HCM SUITE VENDOR in Asia/Pacific.

Our focus lies in providing innovative and simplified HR solutions backed up by technology that furthers organisations productivity and happiness index. We enable clients across continents to navigate their digital transformation by bringing people processes at the centre of the business's agenda.

Envisioning the future that makes employee experience a lifestyle within the organisation, we developed an omnipresent multi-channel digital platform which is easy to configure, use and integrate. Through this, we offer a new generation Hire to Retain Solution - HONO H2RS to the businesses.

We understand that the true potential of businesses lies today on bottom-top approach, and this is where the real transformation will happen. We ensure that this transformation takes place by our customized tech solutions catering to the HR needs of the organisations.",
Hora.AI,Financial Services,IN,"Hora.AI has just launched Florence Capital. 

Florence Capital is the first FinTech lending product designed exclusively for women. The 100% digital process and quick turnover time are the cherry on top. 

We envision a future in which all Indian women are financially independent, and providing loans is just the beginning of our journey working towards this vision. 
 
Building an exclusive community of women, we are collectively breaking gendered stereotypes & barriers as we redefine financial freedom for women.

http://bit.ly/florencecapitalLK

Our investors
Michael Novogratz - Forbes list billionaire, Founder of Galaxy Investment Group, New York, Former Director at Fortress Investment Group 
Amit Singhal - Founder, Sitare Foundation; Former Global head of search, Google
Rishi Jaitly - CEO Timesbridge, Former Head of Twitter (APAC & Middle East) 
Marcelo Yaluk - Co Founder, Pasfin SAECA 
Harrow Capital - US-based investment firm",
"HostBooks, Inc.",Software Development,US,"HostBooks transforms and enriches your accounting experience through its structured and automated cloud-based accounting platform. We help you effectively manage your business finances by combining the usual accounting practices with cutting-edge technology. Be it receivables, payouts, inventories or bank reconciliations, HostBooks cuts down the compliance time, boosts up your productivity, and reduces the operational costs.",
Hubler,Software Development,IN,"From your business processes to your teams to your crucial insights - imagine them all connected and in sync on a single platform. Hubler.
Were a SaaS company that helps you digitally transform and manage every aspect of your business.  

Hubler gives you clutter-free productivity, designed to fit your specific needs. 
Think of any business process, you can digitize them into mobile and web apps overnight on this platform. Share, connect, collaborate, grow - this is a digital ecosystem that evolves with you. 

Ready-To-Deploy Apps
Need an instant fix to your singular apps which dont talk to each other? 
Weve got you - choose from our industry-grade apps to suit your needs, right off-the-shelf.

App Canvas
Need a specific workflow digitized for your team? Our app canvas gives you all the tools you need to make just about any app. And it cant get easier than this. 

Actionable Insights In Real-time
Just apps are not enough..heres something smarter. 
From reports to insights to projections to crucial business metrics. You get them all with just one click. Automated, smart and specifically tailored to the way you work. 

Evolving Workforce
Give your teams a booming work culture! Navigate business campaigns; automate performance measurement on leaderboards, reward inspiring team members, facilitate social engagement, and bring out the best in them! Imagine people leveling up at work, literally!",
Hudle,"Health, Wellness and Fitness",IN,"At Hudle, work is literally Play! We are a sports tech company on a mission to enable 100 million Indians to play active sport as a way of life through a combination of cutting edge technology and on-ground expertise.

Download The Hudle App today and start playing!
Meet New Groups & Players | Book Venues & Events | Sports Coaching For Adults

Open Positions: https://bit.ly/HudleJDs
Download Link: https://hudle.page.link/download",
ve,"Technology, Information and Internet",IN,"Book Top Professionals who love what they do! 
For every moment you love!",
Huloq Chatbots and Analytics,IT Services and IT Consulting,IN,"Huloq is an fast - paced startup focussed on taking brands direct to consumer using WhatsApp, it also helps developers build their own bot + live chat platform on our platform.

Visit us at: www.huloq.ml",
humit (acquired by Juno),Musicians,IN,"humit is a social networking app for music sharing and discovery. the idea revolves around letting users share 30s audio snippets of the most powerful moments from their favorite songs in a format that we refer to as 'hums'. these hums can be conveniently sampled by their followers in an endless feed of fresh new music.

for more details: https://www.humit.app
to download the app: bit.ly/humitapp",
Hushl,"Technology, Information and Media",IN,Hushl helps professionals build a strong identity on the internet.,
Hypto,"Technology, Information and Internet",IN,We are de-constructing finance into primitive APIs so that you can take your unique insight to market without worrying about the underlying infrastructure,
IceCream Labs,Software Development,US,"IceCream Labs is a AI venture studio creating businesses that leverage AI to solve business problems at scale. Our focus is drive transformation in retail, e-commerce, manufacturing, and healthcare sectors. We take pride in our rigorous approach to problem validation, solution building, and business launch, ensuring we create businesses that are scalable & competitive. Our current portfolio includes commerceflow.ai and breeze.ai. 

We are passionate about what we do and are excited to connect with others. Connect with us on our mission to transform the world of business with AI.",
iCliniq - The Virtual Hospital,Wellness and Fitness Services,IN,"iCliniq is a global second opinion/online medical consultation platform with patients across 196 countries. We have over 3500 highly qualified doctors from 80+ specialties.

icliniq has been rated among the top five telemedicine portals of the world by Parade and Insider. 

iCliniq consists of dedicated technology and support team which will surely satisfy our requirements. Team-icliniq consists of imminent doctors, researchers and programmers, who work round the clock to innovate, create and implement the best technologies for use of doctors & users.",
Institute for Career Studies | ICS Career GPS,,IN,"'No Ideal Careers, only ideal choices'

The Institute for Career Studies (ICS) was established in 1985. Dr Amrita Dass is its founder-director. She is also the Chairman & Managing Director of ICS Education Ltd.

Since its founding, ICS has conducted career counselling and a broad spectrum of educational programmes in more than 1000 schools, colleges, professional institutes and universities in India and abroad, reaching out to over 4,50,000 students through a dedicated team of eminent counsellors and professionals. 

Award for Excellence in Education: ICS has been recognised with The Times Group Award for Excellence in Education.

Having successfully trained over 10,000 teachers and more than 1,000 principals and edu-leaders since its inception, ICS also specialises in providing consultancy to educational institutes at various levels.

The institute has forged alliances with universities in the UK, Canada, the USA, Singapore and Japan for innovative, student-centric programmes.

Aligned with Careers 4.0, armed with decades of experience
ICS has been constantly evolving with time, leveraging its in-depth knowledge and experiential learning accumulated over three and a half decades, to facilitate the best educational and career choices based on ones aptitude, talents, interests and aspirations.

Today, the services offered by Team ICS are aligned with the emerging fourth Industrial Revolution powered by artificial intelligence (AI) and the consequent Careers 4.0 scenarios. 

Recently, the institute organised two conferences on Education 4.0 and Careers 4.0  the first-ever to be held globally. Stakeholders such as students, parents, education leaders, career counsellors, academicians, corporate leaders and policy-makers all came together to discuss how to make youngsters future-ready.

Recently, ICS launched its cutting-edge mobile app for career counselling & guidance - ICS Career GPS. 
DOWNLOAD LINK: https://bit.ly/2FC4I5W",
Idea Device Technologies,Software Development,IN,"Idea Device Technologies provides cost-effective, non-restrictive, and secure automation solutions for IT and data center operations. Incubated at IIM Bangalore in 2010, Idea Device is a Sequoia Capital portfolio company with its headquarters in Singapore and development offices in Bangalore, Mumbai, and San Francisco.

Epsilon is an automation platform that can be used to convert manual IT or data center operations into automated ones. It does not require agents to be deployed on the nodes that it manages, and can be accessed from any modern browser. IT processes are modeled in Epsilon as workflows, which can automatically perform human-interaction tasks or run processes.

For more information about Idea Device, visit www.ideadevice.com.",
